screen_name,sentiment_label
MorganFOX46,1
MaiaMitchell,0
ItsBenNugent,1
CrownMe_Ari,0
taslimanasreen,1
DarkMoneyDt,1
jthompedu,0
kantebost,1
_stay_sharp,1
brovy,1
TheGreyKing92,1
DrAPSings,0
Daminous_Purity,0
tait_lsl,0
kevmedina3371,1
xxmrmr_,1
biona_lc,1
InjectWeed,1
weaklifter,1
lefty4golf,0
bryheroshae,1
osapon,0
sidemedeiros,1
tonij1979,1
Alioune85,0
DaysTillFallBot,0
amandabc,1
lvndrmoons,0
SoDakDems,0
ashleyzaza,0
kaylen_travis,0
mcguffindavid,0
poksystems,1
stunnasos,1
helenleehiuman,0
murielmontez131,0
Jjl1211Jjl,1
vantasticmess,0
jirotezza,0
hnbaker,1
MuhammadbFetais,1
wreedradio13,0
ElfoInformatico,0
intarad,1
NickAVV,1
zendentist,1
hematocritico,0
emynezamy,1
LulzYeah,1
NaturalistNow,0
EmilyManleyTV,0
Vincenz72741158,1
DranceBoogie,0
amandakobeshimi,1
LuckyB__Smith,1
RealKurtAngle,0
sarah12roberts,0
cailinrusso,0
KatiaPalmaM,0
MuradOsmann,1
rajolaurel,1
AlexWalkerWI,1
amulet_ot13,0
ElderPoptart,1
maksimilyangus5,1
tbalbino2_crf,0
iIlwill,0
piri1012,1
GOVELLB,0
1HYPNOLOGIST,1
Jacob_C_Dunbar,0
josymar88,1
tiagopoeta,0
FlNELINEHARRY,0
bewunityjeko,1
CandiceAccola,1
marieiitoyo,1
douggpound,0
Sikhandin,0
RoxikaXi,1
benjiboysel,1
Ekaterina_M95,1
_corinneelliott,1
johaplopez,1
kbowser31,1
cookienation26,1
DAC_II,1
nsandi98,0
tatn23,1
ShenaAussant,1
ChaunWilson,1
missceeeeee,1
evzedoiehb1255,1
sudaofficial,1
amandapalmer,1
fernandinho,0
rock_sister,1
BigTomatoPizza,1
pillanes,0
Rupert_Matthews,1
mluizabegnossi,1
ryan_gutsell,1
Ok_Royal,0
skyenicolas,1
RamyAyach,1
NicktendoL,0
LuzMita93,1
roniuj,1
ChefBoyIkei,0
KMercier2011,1
BrynnCarmanTV,1
Jeancircle1276F,0
kreem_lave,1
mucnyskpxyrlr21,1
ScottKelby,0
TomHall,1
anarosaq,1
_Politico45_,0
billboarddance,1
DougMonroe88,1
sydneydanceco,1
ZackKopplin,0
IvanMarinSoyYo,0
WahabViki,1
marialantz7,0
hjakyrzevty242,1
iNCREDiPiNOY,1
BasuAshis,0
YaaseenIsaacs,1
Greenpeace,1
jenniferaphael,0
williemacedo,1
hottazzme,1
mariposagitana,1
Heeezus,1
lynnekingsmith,1
sofia_rochelle,1
AlbinkaSavina,1
BlogMundoCao_,0
GUQatar,1
TheBookMaven,1
AbdullahLamine,1
eva_hache,1
frontpagestocks,1
angeladoug,1
TheReyBashon,1
SmartAlecFitnes,0
quienten21,1
miyajones1996,0
NBSaphierMD,0
cristalrxby,0
MeganKyle91,0
_hansolo___,1
Balu333101,1
APRYLSJONES,0
Mays1Dmeme,1
Faozane3,1
WhileWeRWaiting,1
chefgretchenh,0
amibulger,1
laneandkentnews,1
aksgtz,1
JerryNengwenani,1
wolf_clock,1
RebeccaManzoni,0
Asparagas133,1
prakashmane14,1
biajbb,0
Jetblackxmuke,1
Luckyfor222,1
ChristianLeees,1
PBoyHuggyBear,1
AxelssonFaxe,1
JustCallMeXo,0
loveiori,1
RealMattLucas,0
DLProductionsss,0
AnaSanzera,0
adribarrientos,0
fwvkwplsgcyqzc1,1
heatherscope,0
tiny_seas,1
SHOjewellery,1
ManishMalhotra,1
billbois,1
RebeccaLuzum,1
yungnikx,1
ClaudiaLizaldi,0
nicksb24b,0
yolandalee83,1
Kreasi_Menarik,0
rmxlpxlzzbgob11,1
mushr3q,1
marianna_suto,1
hakansukur,0
lessuhmariee,1
MegKinnardAP,0
mollykatephotog,1
iamlaurieanng,1
VergleichBot,1
bijin__make,1
NotBillyMurray,1
Marc_Brownstein,1
GioiHerrera,1
qsetmrhlygyrz11,1
PankajAdvani247,1
AlcenirJunior,0
GuadalupeMagico,0
future_junk,0
liammilkywright,0
dirril,1
psychofan,0
samadhischool,1
kristinrobideau,1
GodridgePhoto,1
annetillman,1
BleilJordan,1
zoAMmTZBMeabCfV,1
ThePixiePost,0
stanislavd1tel,1
Philthyvt,1
tetmartinez,1
babymalik_lh,0
lisatroutman2,1
TrooperSteve_,0
rafigor,1
Jeff_Wong1994,1
chriscato,0
izlandgialgigi,1
AmorosoOF,1
Vero_Badillo,1
KimmieDoll216,1
marcoosdanieel,1
chadheiman,1
fknblazinzarry,1
4patandal,1
WeirdAlex__,0
TreeMcNulty,0
heidibal,1
kn8,0
fefemotta,1
petermansbridge,1
Barby21217171,1
shrutihaasan,1
onagang,1
mbrown14bro,1
itslove_Juubs,1
GreasyTonys,0
BonnieCrombie,0
InterForEver71,0
BillyTrvn,1
cyberdayze,0
HoAddicted,1
dr_mljc,0
nervomusic,1
onthisdayrobot,1
EricaBraiato,1
anniedavis,1
ReloadingBR,0
Itachi_olavo,1
milanmiracle,1
TrishCutter,1
Valentinaserot4,1
eugaet,1
FloydMayweather,1
TheSamsquatch,0
myhardcoorepony,1
pazzasclerata,1
_LIGHTwave_,1
TestyMcT3stface,1
felipevidalc,0
regomez00,1
KimPKAG2020,0
lilDnD,1
bruick85,1
earthin24,0
KevinOnDaNet,1
sassybritches05,0
TomokoTrinh,0
suzukitten,1
Jsa4EsZajY0zusm,0
AdamMilstein,0
swaplopgjd716,1
RoostMobile,0
FinnBalor,0
OhhhnoJub,1
DawnnnQuinn,0
prageav,0
James_Tierney,1
ReggNO,1
DarrylPieroni,0
Jonas_Gardell,1
rogers_dani7,1
Funny_J,1
faustopatron150,1
PowerTelmabromb,1
voxexnihilo,0
claireholt,1
AlinneRosa,0
ria_tee,0
eymzmoka1657,1
SHOTandCUT,0
PicsTripsTips,1
meatless22,1
ga6StNQHq18SIW7,0
spaceoverlord,0
markos,0
justinwinkelman,0
micki_freese,1
joelrossradio,0
NicoleBahls,0
marianapajon,0
IAmTheSodaa,0
jimber31,1
annaauauau,1
LateTweeter,0
_bossti,0
susamshuo,1
BraydenSilvers,1
Anaa_santtoos,1
alis1876,0
joe5pan,1
dantrindaderox,1
Ukmehmet34,1
_Big__papa_,1
MayMoeFino,1
gspanko,1
kammamayee,1
GangnamKyle_D,1
bethesda,0
Hedwigkale597_M,1
mirtillamarino,1
hunthehyun,0
Croustillan,1
Chihiro_NoFace,0
SmutWithPlot,0
TraderSilver1,1
marks_19_90,1
jgv,1
appyhapple,0
omomani,0
RJpolitics,1
dbfldbdud1,1
hanibalbml,1
OfficialWylder,1
js_conservative,0
NakeDSparrow,1
edkeller33,1
hayleyjnorton,1
KieranGibbs,1
piramikim,1
TifflesBitchh,1
oliviafierro,1
derekcwallace,0
IbrahimLetaief,1
BraNdn19,1
__aprilsanders,1
AnalogueChurch,1
actor_Nikhil,1
Boy4ME,0
dcplaugher,0
Jaime_A_Sommers,0
LoDiiaz,1
FiveRights,0
jakeflanagin,1
ReinaldoProfeta,0
PITairport,0
CryptoCoinINFO,0
DearAssistant,0
Mekhamerph,0
WeAre2012,0
enriqueiglesias,1
LittleGen101,1
katemickere,1
Rhonda0731,0
CNBarber,1
wordfindatron,0
oktyspzq2024,1
andylassner,1
Dani_Casi,1
PDubSC33,0
HendSabry,1
OfficialHenedy,0
aedwardslevy,1
reml5477,1
ActionNewsJax,1
urH1GHness,1
ivahnalevine99,1
ayoness_,1
moondragon420,1
e_e_sunny_1006,1
DH302,1
P4HR,1
larson_cardwell,1
AshishChowdhry,0
Quartz_Moon_,1
TandonRaveena,1
6_LKOSCIELNY,0
Umbralwalker,1
darcyjae,0
brandon_alma,0
firemadeofashes,1
FreakoBizz,0
ama_nicol,0
megcollin7s8,1
BrewingMadness,1
elly24soul,1
_SAMfransico,0
aoxche_,1
cutepig8,0
SatelliteEurope,1
JaeCow,0
KillianWells,0
SonnyBWilliams,0
HKittySunshine,1
SEkramyofficial,1
BeardedGGaming,0
Llamachamaboat,1
agafyapahomova4,1
lazarevavikto10,0
Bracelet_Fredia,1
kristina_boo_xx,1
sizzleboots,1
maxwelldr,1
1WonderFeminist,1
Aktapus,1
heartbreakwt,1
arvango2,1
horseandhound,1
Titi_KamaLL,0
miyumiyumeria,1
mcwhorter_buffy,1
Only_shaf3y,1
RimaFakih,1
KGOneNine,0
1013740517,1
faeemily,0
wodierock,0
roadking97,1
jacob_funch,1
qlmraclenavri11,1
alecarlin,1
CykronPhoenix85,1
NeYoCompound,1
Russe9,0
ksorbs,1
julie_maurer,0
DAVEHOHN,1
alikrieger,0
Nykyta2412,0
reglee1969,1
XXXRATEDONELOVE,1
DonieErmanto,0
LuinettiG,1
WavemStudios,1
hockeyginger26,0
BaselineSports1,0
DataScienTweets,1
FeXStreams,0
Fox6Kelvin,0
h_marks,1
kathybing56,0
davidbyers26,0
Suzmom3021,0
grastondoc1,1
EmInterrupted,1
Tales_Parisotto,1
Carinechen88,1
VContelles,0
TonyKanaan,0
rickysheehan07,1
1511697665,1
DreamSeat,0
vqglpydqgvjp201,1
Drakeotic,0
hswpyxdgd227,1
tvtianvx,0
stylescrapbook,0
alamodedesigns,1
abu_azam19,1
925_master,1
Onelly_90,1
SekeiKometto,0
StephLauren,0
taufatee_,0
Wilcock_Tim,1
chipana211,0
Jp_picard971,1
Savage_Tracks,0
libbypatrick22,1
metalScreamer76,1
carlosht10,1
marianne_1024,1
AbraHanen,1
ERBrea,0
blondie313,1
awade0235,1
TawfiqOG,0
reedica,1
Mandi805,1
abiolatv,1
mrezanugrah,0
_jubsformagio,0
kellydewinter,1
brianWiltsie,1
dack1224,1
resenhabot,1
honkeungmak,1
jdesmondharris,0
Actuologue,1
EmojiAquarium,0
missyrae333,0
Tcann13,0
hungchieh8,1
sehzaidi,1
ihatediswebsite,0
garbugli_la,0
azurralda,0
SophiaWSB,0
vacadescarriada,0
MelissaD89,0
Julien_Bam,0
lynetta05253714,1
chanamuu,1
RepByrne,1
__WiL,0
maile_kittilson,0
when_dee_lou,1
nuvision63,1
rjmarvin1,1
DerekJamesTV,0
KarenStrassman,0
ririlami,1
phoebeplagens,0
bieber_boy2,1
FIaayXBL,1
drinkforurself,0
semodough,0
JetTan_,1
EffinDelgado,1
snowblindguy,0
dadlikesfood,0
vDpde6ZiL8L8cQM,1
MLP_officiel,1
vuotodaria,1
OfficialMonto,0
kellyfincham,0
OrinKerr,1
MindOfMystC,0
Prpl_Ninja,1
FraLu64,1
wendyfiore,1
nikolettafedot3,0
algavito,0
thatpyrexvision,0
asap_glam,0
brklynreader,1
hkkruiz,1
aldridge_12,0
jrz2171,1
sassymassey88,1
Biker_Valley,1
sheriff8287,0
muhrell,1
ErikReichenb4ch,0
AkinolaGG,0
script_8,0
SamuelL_Jackson,1
marinekoby,0
ebuoe,1
407294n,1
sstoner07,1
Life_Is_Fish,0
makifbeki,1
madikilkenny_,0
Torres,1
tato71,1
rbarguia,1
Nena13460238,1
anilbhadane1,1
JacquelyneH,1
mnsongguy,1
Martinbridge,0
GijsHutten,1
asker_amine,1
gunmanim,1
j_coatsworth,1
StuartBroad8,0
RowChampion,1
gvprakash,1
MBMPhotography,1
cjsaleseverythi,1
OpTic_BigTymeR,1
SexoyLefa,0
LaraStone,1
MyAjinomoto,1
jjnelly_28,0
cori__mua,0
danbau76,0
FashionandFaith,1
mltj22,1
FaeBae97,1
FOX9,1
felicitadepers2,0
maddydaynes,1
BurginJimmy,1
AlRajhiTakaful,1
InterfaithWorks,1
P_Ay904,1
PoleoRafael,1
TheListClothing,1
norashikinc,1
NickMic23,1
PetSittersTale,0
tomtomwba,0
PerrinAlyson,0
DmhtcHill,1
bloodfireink,1
12238453,1
ShonaLucille,0
gonzapalermo,1
JessicaClark94,1
ca_88888,1
ibeerboy,1
alexitodp,1
manilaluzon,1
kdwg01,0
metkook,1
hkimba,1
jjaywill0528,1
porcadapalabra,0
SerkanOzelKitap,0
austintbowman,1
saunasuitdude13,1
PatrookRice,1
BreadPilot94,1
Miss_Kolette,0
AbrahamMateo,0
GynoStar,1
ghcsts,1
Justud27,1
Jxq998Barton,1
WHURfm,0
JimiPoindexter,1
911well,1
Miguel_931,1
xXwilsoundXx,1
EddyP_818,0
brownejazzy,0
DianaHaddad,0
AzharMahmood11,0
Nicole0617,1
KarenLagapa,0
BtwWhitesides,1
ficxius,1
OceansWhisper94,1
KodakBlack1k,1
2lAGtThqtruGx5M,0
ymliljosh51,1
SMB___2,1
stuff4uand4u,1
tamara_blesz,1
emmillerwrites,0
itskelsey23,1
GloriaSol_,1
PasseratJeremie,1
geminii39,1
paoloross,0
abcbrady,1
SeanKingston,1
LoorenaNuunes2,0
danicorbs,1
g_mom_lib,1
Chinmayi,1
emme03102,0
ericschwartz,1
greggutfeld,1
xzdd,1
holocene144,0
BastardProphet,0
willzolla,1
florcassi,0
amartearsass,1
hci23,0
Flamedraco132,1
oser29,1
HovercatApparel,1
leehyun1972,0
Sam_Teasley,1
rushernossa,1
DavidPentola,0
fatherluns,1
clabnet,1
WillyWarbucks,0
chapajkarla,1
MoatazAFattah,1
Jadenhaley,0
manola_piredda,1
alikeskin_tr,1
juliascribbling,0
TheMarxful,0
Im_0n_My_LeVeL,0
AlexisV93054233,0
Raptor_Sueannev,0
DolphinAprilmca,1
NavNangla,1
HannahsTreasure,1
sanchovilla2001,1
Taggart7,0
LevelBeulah,0
gemsbutera,1
VeengasJ,1
roselleda38b97a,0
LucyQuinones,1
SHKMEP,1
ricew,1
StephNLieb,0
Andrewlvhp,1
politics011,0
IB14__,0
Breathe_No_More,0
AvotMirror,0
OfficialKRalph,0
jeremyreiss,1
AhmettDonmez,0
PhilipACepeda,0
Talldarkfriend,0
asvpxyans,0
marteria,0
Biannchulis,0
Milton__Raj,1
RBucciarelli,0
dexcsslq,1
JuliaLeighDavid,1
w_zealot,1
nbillazlkrnain,1
KPPhotography17,1
MakiiPatriiciia,0
LAScottV,0
KerryElle86,1
huhudi,1
teamfreewiII,0
joshuamabize,1
Stelfreeze,0
ambsmartinez,1
mfrnsisc,1
Gaby_Asturias,0
vaughnchicago,0
esmuellert_,0
presstelegram,1
noaryngler,1
hayhaybearrr,1
lcash80,1
APOConnor,0
GatteAy,1
JessicaMill16,1
flowergone,1
kwang82,1
andrea_dundas,0
_ArthurVini,0
dirtybird420c,1
amirazakiiii,0
LuigyTv,1
pilototormenta,0
CloraJohnstone,1
tuononen_davina,1
EricMMrozek,0
EmmaBunton,1
AmyEvans1512,1
jenbrea,0
bea5trizz,0
ManuBoniPH,0
RobertIrvine,0
ifudontlike2bad,0
ellybean60,0
RiaTriantafil,1
JEffe_ph,0
FinanzLinksCom,1
couldbraveitall,0
ChefTsonton,1
RodeoGirlsMarv,1
GAOYAlovehero,1
AnthonydFlemons,1
LYDTHE_KID,0
SamanthaCossick,1
TommoTheCabbit,0
modwow,1
natvertiz,1
IceNine61,1
KateScully04,0
ElizabethMcGov,0
jfwong,1
kristin_hurd,1
SAERI_OFFICIAL,1
aiko_dochibi,1
pazzepericlario,1
lingcarr26271,1
IgniteSoPlacer,1
muammertatekin1,1
leonornb,1
AmberNicholeM1,0
iamkayno_,1
DocFP,1
haligonia,1
pj77in,1
colortheory,1
anne0867,1
Alyssa615_,0
yoyomoore,1
McHaterAZ,0
actimediaindia,0
ninagarcia,1
ceeeeceeeeeee,0
DEARGOD_ITSME,0
gquijano10,1
TravisPastrana,1
adp0101,1
camiIasboy,1
ChaelMontgomery,1
b_momani,1
Ole_Soul,1
GavrilGushchin,1
Royeaket2411Sma,1
barbaruccia2,1
CyrineAbdlNour,1
jenniferpaige1,1
i_speak_cheer,1
Unguided_Sorrow,0
set_oficial,1
fokinnord93,1
STPBISHOP,1
fvtbnbybtccv261,1
eebqflrrj1420,1
ZKanuga,1
TheRealRouel22,0
AnnaMillet17,1
Jessecat77,1
AbbyWambach,1
NanceBot,0
chang1552121,1
tatiyapotapova2,0
sglaied88,1
boris6mnoskov,1
jochmonte,1
INCTamilNadu,0
CreditExperts,0
puspa_wardhani,1
jhlckrt,1
czgtiqzpo1754,0
Anshu576,1
Lillypods,1
BAM__MARGERA,0
zqecltoijwylt21,1
adcap1,1
The_Brain_76,1
jennyessler,0
alsaifsaif100,1
kaiji_official,0
abipluse,1
Marccoss_,1
golrizghahraman,0
valenti03023773,1
karastanfallon,1
yearfunny,1
bigJoe4joy,1
Pandolfo_lover,1
hectoryoung22,1
sniytqmgnzalev1,1
EduardoSalasA,1
tellemjaye,0
eyupcansaglik,1
memomiller,0
diegoluna_,0
sjbovtlcvjslmp1,1
ChistesEnTwits,0
PierreTavon,0
CaroWozniacki,1
marcus_trades,1
OficialCostanzo,1
ZhCZCDM0mVndjtl,0
magitotano,1
ppcogKidmin,1
MizCeeA,1
Pocock3Pocock,1
latoyajackson,1
SLuckey84,1
barisatay,1
wigwam,0
jlb1429,0
agafonovaveryan,1
Nick_theHuman,1
liana_over,1
ErickPi38659864,1
mrtree34,1
ribasdiego10,0
BuffaloHeadroom,1
thelegendarydrk,1
zbiotech,1
ChrisShehanArt,1
Capital__T,1
S3Partners,1
Jen_Emiliana,1
RaidenXP,1
la__nova__,1
VILLALVAZO13,1
maryemcdevitt,1
anamariasimon,0
Jordan_FHT,0
LouDPhillips,1
Stealx,0
epicwrists,0
hansGerch1,1
zhaduoji,1
fred03_,1
nilesh_sri,0
mielosa69,1
michellemmar,1
DrewArellano,1
gessica_bravi,1
superruiz93,0
odhchngleoto981,1
sebaslizar,0
KantReachMyHigh,1
arrombalizado,0
REALTOPB,0
Crimsonkirie,1
paullosp,0
Just_Itza,0
FoxNews,1
MelanciaOficial,0
iLoveMissDobrev,1
J_Klinsmann,1
HamzaNamira,0
Harleigh_Ryan,0
polpyrhwo2869,1
tylertlhds,1
honeyxpeaches,0
Kincaid184,0
twalsh1102,1
emilysoldfield,1
AlwaysTrumpGirl,0
jasonterry31,1
cjpicard99,1
_Swaguilar_33,0
liltorresss,1
CielyBarateiro,0
RaysaSantoOs,1
SGTShotYou,1
falkrest,1
real_fqzx,1
JadeDaDude,1
jordievole,1
DrAmwz,1
antonibassas,1
sherinasinna,0
imKBRshanthnu,0
AlysiaBeal,1
Laurie_March,0
LacyMB,1
vHd4cXpk05lxt2p,1
Himura1024,0
m_alyoum,1
EvilTwin2961,1
MarinaPerrenoud,0
Alex16666875,1
RMR_BIGSKILL,0
promise_arts,1
mcboozo,1
adventschool,1
djdinkyd10,1
rese_teh,1
markovgilmore,0
vuowbwcp1702,1
gjqprnuglztqyw1,1
DickPumpaloaf,0
ColinWayne1,1
JodieMarsh,1
2060Saif,1
jacquesoliveira,1
alexdelaIglesia,0
TexansForBeto,0
mariobautista_,0
RdotPi,0
Felix_Forte,0
LostReach,0
futpicante,0
vartanmorozov,1
__tomcusack,1
Foool1d,1
matheusthesing,0
adamchitwood,1
1dreactionpic1,1
hulkon777,1
RebeccaxBruce,1
pfmljpsut1206,1
jenyromero_,0
kenpaves,1
muwnmoonhcoela1,1
_babykitty_,1
jeeanmarie_k,1
PanksRN,1
hiviho,0
FayrouzOfficial,1
Tiger_Johnnyjac,1
IndieGameDevBot,1
mingkki21,1
LupJonesof,0
DailyQuestionB,1
lifeofahappymom,1
applenws,0
SjSandover,1
TwistedDanielap,0
chantellehought,0
___milaaagros,0
YangTrojan,1
phil_kutzer,1
AzrealSaint,0
leebankluke,0
pcgamer,0
YulnKwok,1
geoffrey_mohan,1
creativoss,1
axinafifi,1
TomPuckettWBEN,0
jrodcna,1
ChrisEscobar,1
plan2grow,1
SchneiderLabs,0
LjeskovicaAdem,1
owasp,1
Dougaomoshiro,1
jackyhk3g,1
THESimSim59,1
J_Wrecks,1
SoyFedelobo,0
JasmineTrias,1
brk303,0
DamienFranco,0
CowboySuper,1
kenghosh,1
DonnaYoungDC,0
Hi_Zin1007,1
emily_ladau,1
Caradelevingne,1
AydenLincoln,1
OffbeatRPG,0
ablankblank,0
kaylee4783,1
Labrinth,0
sarahvigneault1,1
alanshearer,1
halehalemusic,0
becca_admire,1
GiacomoNesci,0
Djibs11,1
Rabrizek,1
Phil_Coutinho,1
HDC2703,0
LorenzoLiverani,1
danafitzdrums,0
CFavuzzi,0
dmbrod,1
adamficek,1
ismeneiram_,0
bltardy,0
_MaluOficial_,0
TishaLewis,0
alaasfh,1
MarceloPolino,1
DavidHains,1
AnOrchidInBloom,0
joanwalsh,0
chrs090,0
pablo_zabaleta,1
janna_rpw,0
surajraje,1
LaurixCouryB,1
jose_simao,0
Darleneabrantes,1
laurajuesas,1
_alfaruqie,1
gjwvmbdhgmx2295,1
socialwire878,1
bearsamich,1
shada524,1
eitango8,1
Tour_Junkies,1
LisaLiviahRose,1
everyportland,1
carnegiePI,1
BgirlShorty,1
funnyquad,0
Byruabhilash,1
tbonenewera,0
raftaarmusic,1
slycer2002,1
SergioOsorioS2,0
megnr04,0
OMGitzTEARA,1
mikeruiz1,0
Teamsters856,1
niicolasmaa1,1
cryptoniac90,1
emojiMountain,0
knowledgebott,1
kalewrister,0
KatrineConroy,0
LeroySane19,1
mutlubarispolat,0
KelseyDeanneAct,1
Upper20sStCap,0
TheJiggyJedi,1
Anziime,1
KandyMan375,1
MissIzaCalzado,1
liikeddl,0
ItsChaachi,1
SaraSampaio,0
joshepotts,1
MattGlo,0
Valerie_mg,0
JNegocios,0
caterinack,0
779a455555f1482,1
joocuareli,0
Ameena_a6,1
jolu5465,1
chen_shichao,1
zhuxian71,1
LenaYakovleva37,1
n1ckbrand,1
clownsharon,0
CoachGurss,0
angelbcuriel,1
mohnjello5,1
amberinzaman,1
akaworldwide,0
IsaacMizrahi,1
SexyPattycake,1
wdwamy,1
DeAndre,1
selectron67,1
kcbroughton,0
GatenM123,0
pierree_16,1
wind4me,0
cgomezavila,0
evry2min,1
kulakoviulii192,1
BoAkwon,0
drozdovgeorgii2,0
jrsthefuture,1
SpenceFram,0
_OutToSea_,0
beatriz91763054,0
monivargo,1
TaniaGailPhotos,0
connors_micaela,1
RuthDDL,1
RaphaPovo,0
aksenovaristar5,1
T_Sotebeer,1
Robertson_Write,0
MDCollegian,1
TinyDungeons,0
darkiel_30,1
FOREXcom,0
Questcuties,0
CamillaLNews,0
Bobchentao,1
anac_cavalcante,1
mao07,0
kylekinane,0
aliklay,0
f_mzher,1
FunWithLeon,1
MULTi,0
ChadSDay,0
PeterBDoran,1
FarisDannan,0
marinaomi,1
CountyofSLO,0
Didntinviteme,0
sierra_rebecca,0
steveferraramd,1
AlyssaM2124,0
ma343ma,1
indiafairnj,1
KianaTara,0
cj__ang,1
KRISVANASSCHE,1
RufusKings1776,0
willian93,0
MTVPolska,0
AnsahOwusu,1
GeorgeLoomis,1
aarifayi,1
EveryFinnishNo,0
asecondtoosoon,1
pennyholntlworl,1
MulderNakesha,0
efrainortizjr,0
jennmk,1
5llw05,1
kurtstana,1
petedank,1
Peruano305,0
THEMARXIS,1
vincentdimelo_,1
skyford,1
AlainChopin1,1
gugachacra,0
JRabonOfficial,1
gabby_villa1,1
lme1231,1
tucu_egea,0
JulianRoepcke,0
JenMatthees,1
danisuzuki,0
ALHURAIB4,1
SeniorPenny1,0
NickHolla,0
ayseozyilmazel,0
CharmedLighter,1
GuyNano,1
xfieaing,1
ericbradner,0
SarahJacobsSTL,1
EricPauseArt,1
qq_793579258,1
MariaS1923,1
metrodesantiago,0
bria_garcia,1
jessicacediel,0
VVLatina,1
ldpinsd,1
mashalllll,1
PlanetPonzi,0
shadow8death,1
froyleazy,1
beverleymitchel,1
BAULAPARRANTES,1
ilmanifesto,0
adventurer83,1
barisben,1
Mcsketchwork,1
leandro_lizard,1
raoelaqfkdwb161,0
Thowell223,1
cv_aya,0
washoecounty,1
cuuzzii,1
grindingdude,0
Wacwise,0
_merdergreys_,1
KatyLapierre,0
LMephAO,1
mserdark,0
Medina_Fighter,1
Jackill22,1
PhillipChbeeb,1
CDL2004,0
im2sexy4this,0
ClevverTV,1
LCA_NY,0
winyssantos,0
ArshadWarsi,1
EmaanSaqib1,1
websmithinc,1
Cleavon_MD,1
arslan_hidayat,0
llaayyllaa5,1
YiYongWon,0
IAmRobynNicole,0
AnisaRahma_Adi,0
jbtule,0
desireegruber,1
Girasole572,1
BillPascrell,1
serrato_adrian,0
LorenzoZazu04,1
brudebianchi,0
fitstewart,0
Madison07885315,0
RISEwithSOL,1
madronapartners,0
Haeundo,1
CqtMemesDaQueen,1
thedeltoid_,0
TheInspiredLife,1
AshrafGhori,1
_6onzalez,1
gillmasterflex,0
TheParkatAthens,1
4thofhisname,1
qhfk384,1
nolanhenkle,1
_mangokush,0
WUWMradio,0
joelsmith73,1
kaysarahsera,0
ashleyyyyyyy_xo,0
rossanakiekeben,0
ShappiKhorsandi,0
gr8test1ishere,1
NBCPolitics,1
Saucy_C,1
FredrikoBandiko,0
cazares_diego,0
natek711,1
NxN_Skabzz,0
DesignbyTodd1,1
HoryrahU,1
PatatoPinto,1
ChafikJillian,1
Arekehs,1
beamiller,1
AnaaLaurasz,1
MikeSG_VCU,0
EW,1
BotCarrion,0
ThalitaReboucas,0
jammintdb,1
alexbullon,1
morraam,0
GianniCagnazzo,1
viviyanhe28o63u,0
BizMrD,1
RalphSmithAgent,1
londralaflare,1
taktertuju,1
faleni_,1
soamazingquote,0
sayedmustafa13,1
nhlanhlanhleke2,1
KyraPhillips,1
TGiswhoiB,0
fuzzyACAB,0
pierrot2027,1
MOXUIdMUJp3GYJw,0
chamillionaire,1
SkinnyAkins,0
SarahMillican75,0
likethatnoel,1
LewisHamilton,0
lvping7788,1
BathroomTexting,1
voteforlegends5,1
amorgorgie,1
matteoswzy,0
MALIKAI,1
Broken_Rubber,1
yosoymichael,0
index40,1
BerrimanAJs,1
AmericanRivalry,1
ERIC_WATSON,1
TheyCallHimD82,1
rmezaagu,1
CalabroVictoria,0
JaniDevidas,0
avipedia,0
kojiharunyan,1
8zhijiao,1
_410Berry,1
BrynnaJBridges,0
JessVierra,1
TheresaRockFace,0
SpetzlerS,1
kiki_hunter,1
astoldby_,0
BostonSnowbot,1
Ryeongah,1
JillianDempsey,0
2freshlouis_,1
theweeknd,1
Rafinha,1
j2v2g2SNzYoyDoQ,0
brotherkasey,1
JHollisStyles,1
glennw98,1
catereyno,0
naderksa40,1
WikiPlotBot,0
AlexandrFiner,1
FlashAndBlood,0
keithinga,1
EmergeAmerica,1
catariaoli,0
TravelBizOpp,1
ladyamandinhac,0
coachkirstenb,1
PhillyD,0
pghhomespro,0
SommerDayeDoll,1
PeterAbraham,1
C10,1
aWiseManToldme_,1
kmmedina426,0
DanleyDonetta,1
gawolscham,0
WarrenCorpus,0
iphan_doank,1
Seongyeol1991,1
AlisonForKY,1
ballet_nd,1
gugakuerten,1
ThompsonToons,1
eOlympics,0
Rentytheline,1
heyitskrisia,1
AndLorrany,0
wasitjustalie,1
ectocooler84,0
RandDuren,0
iaskiheho,1
Ever_Dreams_,0
EfremovPakhomiy,0
vance_taylor,1
YaBoiSupatrackz,0
dyd7188,1
shakingbone,1
BeardedMan1975,0
TheZigZiglar,1
yexingxing1992,1
95zduet,1
OzzyOsbourne,1
santiagoarias13,0
b0yle,0
ericweddle,0
DieGui98,1
ivan_santiagob,0
Andrew11Hester,0
globalcitizfafa,1
rxyyxoxo,1
csbnines,0
BoletinViajes,0
TheMrBlueprint,0
HaileeSteinfeld,1
GullitR,0
jimcramer,1
ULuvKi____,1
Olivarez1068,0
smallie806,1
rrabeea78,1
Viola_rossa3,1
HollyMcguirexx,0
Cefinkle,0
gdoskaris,1
SherilynDeEtte,1
gopherscott,0
KBjustasIam,0
FoleyConor,1
darpansacula,1
Sarge986,0
ModelsPv,1
